Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,total_sales,aver_sales
Harukanaru Toki no Naka de 5: Kazahanaki,PSP,2012,Role-Playing,Ackkstudios,0.0,0.0,0.03,0.0,0.03,0,0
Nobunaga no Yabou DS 2,DS,2008,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,0,0
The IdolM@ster: Gravure For You! Vol. 6,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,0,0
Schlag den Raab,PC,2010,Misc,Namco Bandai Games,0.0,0.02,0.0,0.01,0.03,0,0
Ghostbusters (2016),PS4,2016,Action,Activision,0.02,0.0,0.0,0.01,0.03,0,0
Secrets of the Titanic,DS,2012,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.03,0,0
Metal Saga: Hagane no Kisetsu,DS,2006,Role-Playing,Success,0.0,0.0,0.03,0.0,0.03,0,0
Animaniacs: The Great Edgar Hunt,GC,2005,Platform,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,0,0
Safari Adventures: Africa,DS,2008,Adventure,Neko Entertainment,0.03,0.0,0.0,0.0,0.03,0,0
Harukanaru Toki no Naka de 6,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,0,0
Dream Club Zero Portable,PSV,2011,Simulation,D3Publisher,0.0,0.0,0.03,0.0,0.03,0,0
Samurai Warriors 2,PS3,2013,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,0,0
Cossacks: European Wars,PC,2001,Strategy,Strategy First,0.0,0.02,0.0,0.0,0.03,0,0
The Island of Dr. Frankenstein,Wii,2009,Adventure,Storm City Games,0.03,0.0,0.0,0.0,0.03,0,0
TV Total Events,Wii,2011,Misc,7G//AMES,0.0,0.02,0.0,0.0,0.03,0,0
Battle Arena Toshinden URA,SAT,1995,Fighting,Sega,0.0,0.0,0.03,0.0,0.03,0,0
Darius Burst: Chronicle Saviours,PSV,2016,Action,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,0,0
Biohazard: Revival Selection,X360,2011,Action,Capcom,0.0,0.0,0.03,0.0,0.03,0,0
Labyrinth Cross Blood: Infinity,PSV,2013,Role-Playing,CyberFront,0.0,0.0,0.03,0.0,0.03,0,0
Prince of Persia (2008),PC,2008,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03,0,0
HotBrain,PSP,2007,Puzzle,Midway Games,0.02,0.0,0.0,0.0,0.03,0,0
Gudetama: Hanjuku de Tanomuwa,3DS,2015,Action,Rocket Company,0.0,0.0,0.03,0.0,0.03,0,0
MechAssault: Phantom War,DS,2006,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,0,0
Magicka,PC,2011,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.01,0.03,0,0
Star Trek: The Game,PC,2013,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.03,0,0
Moto Racer DS,DS,2008,Racing,Nobilis,0.0,0.02,0.0,0.0,0.03,0,0
The Last Guy,PS3,2009,Action,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,0,0
Disney Sports Soccer,GBA,2002,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,0,0
Akane Iro ni Somaru Saka Parallel,PS2,2008,Adventure,GN Software,0.0,0.0,0.03,0.0,0.03,0,0
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,0,0
Monster Hunter Frontier Online: Forward 1,X360,2011,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,0,0
X3: Terran Conflict,PC,2008,Simulation,Deep Silver,0.0,0.02,0.0,0.01,0.03,0,0
Timeshock! Pro Pinball,PS,1998,Misc,Empire Interactive,0.02,0.01,0.0,0.0,0.03,0,0
Max Payne,GBA,2003,Shooter,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03,0,0
D1 Professional Drift Grand Prix Series,PS2,2005,Racing,Yuke's,0.01,0.01,0.0,0.0,0.03,0,0
Starry ? Sky: In Winter,PSP,2011,Misc,Asgard,0.0,0.0,0.03,0.0,0.03,0,0
Little Bears,DS,2009,Simulation,RTL,0.03,0.0,0.0,0.0,0.03,0,0
Rush Hour,PS,1997,Misc,Psygnosis,0.02,0.01,0.0,0.0,0.03,0,0
Pro Cast Sports Fishing,XB,2003,Sports,Capcom,0.02,0.01,0.0,0.0,0.03,0,0
Gintama: Banji Oku Chuubu!,Wii,2007,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,0,0
Aegis of Earth: Protonovus Assault,PS3,2016,Action,PQube,0.01,0.01,0.0,0.0,0.03,0,0
Saka Agari Hurricane Portable,PSP,2011,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,0,0
Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007,Strategy,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,0,0
King Arthur II,PC,2011,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.03,0,0
Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,0,0
Dakar 2: The World's Ultimate Rally,GC,2003,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,0,0
NBA 2K7,XB,2006,Sports,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03,0,0
Auto Modellista,GC,2003,Racing,Capcom,0.02,0.01,0.0,0.0,0.03,0,0
Jewel Match 2,DS,2012,Puzzle,Easy Interactive,0.0,0.02,0.0,0.0,0.03,0,0
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011,Misc,Idea Factory,0.0,0.0,0.03,0.0,0.03,0,0
MySims,PC,2008,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.03,0,0
Guild Wars: Nightfall,PC,2006,Role-Playing,NCSoft,0.0,0.02,0.0,0.01,0.03,0,0
Greg Hastings' Tournament Paintball Max'd,GBA,2006,Shooter,Activision,0.02,0.01,0.0,0.0,0.03,0,0
Dave Mirra Freestyle BMX 3,GBA,2002,Sports,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,0,0
My Animal Centre,Wii,2009,Simulation,Deep Silver,0.0,0.02,0.0,0.0,0.03,0,0
Eco Creatures: Save The Forest,DS,2007,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03,0,0
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,2009,Adventure,Creative Core,0.0,0.0,0.03,0.0,0.03,0,0
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,2011,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,0,0
Dragon Tamer: Sound Spirit,DS,2007,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,0,0
Frogger: Ancient Shadow,XB,2005,Platform,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,0,0
Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.03,0,0
La Pucelle: Ragnarok,PSP,2009,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,0,0
Kiniro no Corda 2 f Encore,PSP,2009,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,0,0
Darius II,SAT,1995,Shooter,Taito,0.0,0.0,0.03,0.0,0.03,0,0
Jewel Quest 5: The Sleepless Star,DS,2012,Action,Licensed 4U,0.0,0.02,0.0,0.0,0.03,0,0
RollerCoaster Tycoon 2: Triple Thrill Pack,PC,2003,Strategy,Atari,0.0,0.02,0.0,0.01,0.03,0,0
Bleach: Soul Carnival 2,PSP,2009,Fighting,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,0,0
ParaParaParadise,PS2,2001,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,0,0
Tiger & Bunny: On-Air Jack!,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,0,0
Pro Evolution Soccer 2012,3DS,2011,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.03,0,0
Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,0,0
Warship Gunner 2,PS2,2006,Simulation,Tecmo Koei,0.01,0.01,0.0,0.0,0.03,0,0
Gotcha Force,GC,2003,Shooter,Capcom,0.01,0.0,0.01,0.0,0.03,0,0
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007,Fighting,Banpresto,0.0,0.0,0.03,0.0,0.03,0,0
Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,LucasArts,0.0,0.02,0.0,0.0,0.03,0,0
CID The Dummy,PSP,2009,Platform,Oxygen Interactive,0.02,0.0,0.0,0.0,0.03,0,0
Xblaze: Lost Memories,PSV,2015,Adventure,Arc System Works,0.02,0.0,0.0,0.01,0.03,0,0
DiRT Rally,PC,2016,Racing,Codemasters,0.0,0.03,0.0,0.0,0.03,0,0
The Perfect Golf,PS,1995,Sports,Seta Corporation,0.0,0.0,0.03,0.0,0.03,0,0
Let's Sing 2016,PS4,2015,Action,FuRyu Corporation,0.02,0.0,0.0,0.01,0.03,0,0
Wrestle Kingdom,PS2,2006,Fighting,Yuke's,0.0,0.0,0.03,0.0,0.03,0,0
Demon Driver: Time to Burn Rubber!,GBA,2003,Racing,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,0,0
The Golf Club,XOne,2014,Sports,Unknown,0.02,0.0,0.0,0.0,0.03,0,0
Bigfoot King of Crush,Wii,2011,Racing,Zoo Games,0.02,0.0,0.0,0.0,0.03,0,0
Mojo!,XB,2003,Puzzle,DreamCatcher Interactive,0.02,0.01,0.0,0.0,0.03,0,0
Infinite Stratos 2: Ignition Hearts,PS3,2014,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,0,0
Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,0.02,0.0,0.0,0.0,0.03,0,0
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,0,0
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013,Fighting,Arc System Works,0.0,0.0,0.03,0.0,0.03,0,0
The Sims 2: Bon Voyage,PC,2007,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.03,0,0
Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,Vivendi Games,0.02,0.01,0.0,0.0,0.03,0,0
Clannad,X360,2008,Adventure,Prototype,0.0,0.0,0.03,0.0,0.03,0,0
Brothers Conflict: Passion Pink,PSP,2012,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,0,0
Kuryuu Youma Gakuenki Recharge,PS2,2006,Adventure,Atlus,0.0,0.0,0.03,0.0,0.03,0,0
My Frogger: Toy Trials,DS,2006,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.03,0,0
Jet Grind Radio,GBA,2003,Action,Sega,0.02,0.01,0.0,0.0,0.03,0,0
Farm Frenzy 3,DS,2011,Strategy,Unknown,0.0,0.02,0.0,0.0,0.03,0,0
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,2009,Action,Russel,0.0,0.0,0.03,0.0,0.03,0,0
3DS Classic Collection,3DS,2016,Misc,Sega,0.02,0.0,0.0,0.0,0.03,0,0
Baldur's Gate: Dark Alliance,GBA,2004,Role-Playing,"Destination Software, Inc",0.02,0.01,0.0,0.0,0.03,0,0
GRID Autosport,PC,2014,Racing,Codemasters,0.0,0.02,0.0,0.0,0.03,0,0
The Adventures of Lomax,PS,1996,Platform,Psygnosis,0.01,0.01,0.0,0.0,0.03,0,0
Neverwinter Nights Diamond,PC,2004,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.03,0,0
Divinity II: Flames of Vengeance,PC,2010,Role-Playing,DTP Entertainment,0.0,0.02,0.0,0.01,0.03,0,0
Under the Skin,PS2,2004,Action,Capcom,0.01,0.01,0.0,0.0,0.03,0,0
Battlefield 2142,PC,2006,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03,0,0
Kabu Trader Shun,DS,2007,Action,Capcom,0.0,0.0,0.03,0.0,0.03,0,0
Air Conflicts: Secret Wars,PC,2011,Simulation,bitComposer Games,0.0,0.02,0.0,0.01,0.03,0,0
Poy Poy,PS,1997,Action,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03,0,0
Hermie Hopperhead: Scrap Panic,PS,1995,Platform,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.03,0,0
Lost Planet 2,PC,2010,Shooter,Capcom,0.0,0.02,0.0,0.01,0.03,0,0
NHL 07,XB,2006,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,0,0
DrumMania 7th Mix,PS2,2001,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,0,0
Runabout 3: Neo Age,PS2,2002,Racing,BAM! Entertainment,0.0,0.0,0.03,0.0,0.03,0,0
AMNESIA World,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,0,0
Captain Morgane and the Golden Turtle,PS3,2012,Adventure,Reef Entertainment,0.0,0.02,0.0,0.01,0.03,0,0
Bully: Scholarship Edition,PC,2008,Action,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,0,0
My Ballet Studio,Wii,2009,Simulation,505 Games,0.02,0.0,0.0,0.0,0.03,0,0
Guild Wars,PC,2005,Role-Playing,NCSoft,0.02,0.0,0.0,0.0,0.03,0,0
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,2010,Adventure,Prototype,0.0,0.0,0.03,0.0,0.03,0,0
Archer Maclean Presents: Pool Paradise,GC,2004,Sports,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,0,0
Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010,Strategy,Irem Software Engineering,0.0,0.0,0.03,0.0,0.03,0,0
Battlezone,PSP,2006,Shooter,Atari,0.02,0.0,0.0,0.0,0.03,0,0
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,2007,Sports,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,0,0
Medal of Honor: Vanguard,PS2,2007,Shooter,Electronic Arts,0.0,0.0,0.03,0.0,0.03,0,0
Touch Shot! Love Application,PS3,2012,Adventure,Compile Heart,0.0,0.0,0.03,0.0,0.03,0,0
Nanotek Warrior,PS,1997,Shooter,Virgin Interactive,0.01,0.01,0.0,0.0,0.03,0,0
Galileo,DS,2008,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,0,0
Cake Mania: Baker's Challenge,PS2,2008,Puzzle,Destineer,0.01,0.01,0.0,0.0,0.03,0,0
Captain Tsubasa J: The Way to World Youth,SNES,1995,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,0,0
Super Monkey Ball Adventure,PS2,2006,Platform,Sega,0.01,0.01,0.0,0.0,0.03,0,0
Alien Breed Trilogy,X360,2011,Shooter,Mastertronic,0.0,0.02,0.0,0.0,0.03,0,0
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,2015,Simulation,FuRyu,0.0,0.0,0.03,0.0,0.03,0,0
Sengoku Basara: Sanada Yukimura-Den,PS4,2016,Action,Capcom,0.0,0.0,0.03,0.0,0.03,0,0
CID The Dummy,Wii,2009,Platform,Oxygen Interactive,0.02,0.0,0.0,0.0,0.03,0,0
Kisuato,PSV,2015,Adventure,TGL,0.0,0.0,0.03,0.0,0.03,0,0
Madden NFL 07,GBA,2006,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,0,0
Renegade Racers,PS,1999,Racing,Interplay,0.01,0.01,0.0,0.0,0.03,0,0
The Legend of Korra (3DS),3DS,2014,Strategy,Activision,0.02,0.0,0.0,0.0,0.03,0,0
AniMates!,DS,2007,Simulation,Lexicon Entertainment,0.02,0.0,0.0,0.0,0.03,0,0
Monster High 13 Wishes,WiiU,2013,Action,Little Orbit,0.02,0.0,0.0,0.0,0.03,0,0
Franklin the Turtle,GBA,2005,Misc,Game Factory,0.02,0.01,0.0,0.0,0.03,0,0
Steins;Gate 0,PS3,2015,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,0,0
Catan,DS,2009,Strategy,CDV Software Entertainment,0.0,0.02,0.0,0.0,0.03,0,0
Backyard NFL Football,Wii,2007,Sports,Atari,0.02,0.0,0.0,0.0,0.03,0,0
Captain Morgane and the Golden Turtle,PC,2012,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0,0.03,0,0
Gauntlet / Rampart,GBA,2005,Misc,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,0,0
Age of Empires III: Gold Edition,PC,2007,Strategy,Microsoft Game Studios,0.0,0.02,0.0,0.01,0.03,0,0
Let's Play Ballerina,Wii,2010,Sports,Deep Silver,0.02,0.0,0.0,0.0,0.03,0,0
Disney Planes Fire & Rescue,WiiU,2014,Action,Disney Interactive Studios,0.01,0.01,0.0,0.0,0.03,0,0
Dream Girl Premier,3DS,2015,Misc,Alchemist,0.0,0.0,0.03,0.0,0.03,0,0
River King: Wonderful Journey,PS2,2005,Sports,505 Games,0.01,0.01,0.0,0.0,0.03,0,0
Senran Kagura: Bon Appétit!,PSV,2014,Misc,Marvelous Entertainment,0.0,0.0,0.03,0.0,0.03,0,0
Ducati Moto,DS,2008,Racing,Vir2L Studios,0.02,0.0,0.0,0.0,0.03,0,0
Justice League Heroes: The Flash,GBA,2006,Action,Eidos Interactive,0.02,0.01,0.0,0.0,0.03,0,0
Pop Cutie! Street Fashion Simulation (JP sales),DS,2008,Simulation,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,0,0
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,0.0,0.02,0.0,0.0,0.03,0,0
Kawasaki Snowmobiles,Wii,2008,Racing,Metro 3D,0.02,0.0,0.0,0.0,0.03,0,0
Dungeon Siege II,PC,2005,Role-Playing,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.03,0,0
Bae Yong-joon to Manabu Kankokugo DS,DS,2009,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03,0,0
World War II Combat: Road To Berlin,XB,2006,Shooter,Groove Games,0.02,0.01,0.0,0.0,0.03,0,0
Metal Saga,PS2,2005,Role-Playing,Success,0.01,0.01,0.0,0.0,0.03,0,0
Imagine: Sweet 16,DS,2010,Simulation,Ubisoft,0.02,0.0,0.0,0.0,0.03,0,0
SWAT 4,PC,2005,Shooter,Vivendi Games,0.0,0.02,0.0,0.0,0.03,0,0
Last Escort 2: Shinya no Amai Toge,PS2,2008,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,0,0
Pop'n Music 13 Carnival,PS2,2006,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,0,0
Magicka Collection,PC,2011,Adventure,Unknown,0.0,0.02,0.0,0.0,0.03,0,0
Bookworm,GBA,2004,Puzzle,Unknown,0.02,0.01,0.0,0.0,0.03,0,0
Tokushu Houdoubu,PSV,2012,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,0,0
Terraria,WiiU,2016,Action,505 Games,0.0,0.02,0.0,0.0,0.03,0,0
My DoItAll,DS,2009,Misc,Tomy Corporation,0.02,0.0,0.0,0.0,0.03,0,0
Shakugan no Shana,PS2,2006,Adventure,Media Works,0.0,0.0,0.03,0.0,0.03,0,0
Monster Mayhem: Build and Battle,Wii,2009,Simulation,Zushi Games,0.02,0.0,0.0,0.0,0.03,0,0
I Heart Geeks,DS,2011,Puzzle,CDV Software Entertainment,0.02,0.0,0.0,0.0,0.03,0,0
Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS,2008,Action,Spike,0.0,0.0,0.03,0.0,0.03,0,0
The Lord of the Rings: Conquest,PC,2009,Action,Electronic Arts,0.0,0.02,0.0,0.0,0.03,0,0
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,0,0
Little Busters! Converted Edition,PSV,2012,Action,Prototype,0.0,0.0,0.03,0.0,0.03,0,0
Hankou Shashin,SAT,1996,Adventure,Imagineer,0.0,0.0,0.03,0.0,0.03,0,0
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015,Role-Playing,Idea Factory,0.0,0.01,0.01,0.0,0.03,0,0
Marker Man Adventures,DS,2009,Platform,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03,0,0
Capcom Digital Collection,X360,2012,Action,Capcom,0.02,0.01,0.0,0.0,0.03,0,0
Pro Yakyuu Family Stadium,Wii,2008,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,0,0
Open Season,PS2,2006,Platform,Ubisoft,0.01,0.01,0.0,0.0,0.03,0,0
Monster Hunter Frontier Online: Forward 2,X360,2011,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,0,0
Moyashimon DS,DS,2009,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03,0,0
A Ressha de Gyoukou 2001,PS2,2001,Simulation,ArtDink,0.0,0.0,0.03,0.0,0.03,0,0
Diabolik Lovers: Lunatic Parade,PSV,2016,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,0,0
Let's Dance with Mel B,Wii,2011,Sports,Black Bean Games,0.0,0.02,0.0,0.0,0.03,0,0
Battlestations: Pacific,PC,2009,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.03,0,0
Neverwinter Nights 2,PC,2006,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.03,0,0
Starry ? Sky: In Autumn,PSP,2010,Misc,Asgard,0.0,0.0,0.03,0.0,0.03,0,0
Battlefield 1942,PC,2002,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03,0,0
Back to the Future: The Game,X360,2015,Adventure,Telltale Games,0.02,0.01,0.0,0.0,0.03,0,0
Pitball,PS,1996,Sports,Time Warner Interactive,0.01,0.01,0.0,0.0,0.03,0,0
X-Men Origins: Wolverine - Uncaged Edition,PC,2009,Action,Activision,0.02,0.0,0.0,0.0,0.03,0,0
D.C. III: Da Capo III,PSP,2013,Adventure,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,0,0
Judge Dredd: Dredd Vs Death,PS2,2003,Shooter,BAM! Entertainment,0.01,0.01,0.0,0.0,0.03,0,0
Ocean Commander,Wii,2009,Simulation,Valcon Games,0.02,0.0,0.0,0.0,0.03,0,0
Drome Racers,GBA,2003,Racing,THQ,0.02,0.01,0.0,0.0,0.03,0,0
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,0,0
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,0,0
Tank Beat,DS,2006,Strategy,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.03,0,0
LEGO Pirates of the Caribbean: The Video Game,PC,2011,Action,Disney Interactive Studios,0.02,0.0,0.0,0.0,0.03,0,0
Turbo: Super Stunt Squad,WiiU,2013,Sports,D3Publisher,0.0,0.02,0.0,0.0,0.03,0,0
Jurassic Park: Operation Genesis,PC,2003,Simulation,Vivendi Games,0.0,0.02,0.0,0.0,0.03,0,0
The Peanuts Movie: Snoopy's Grand Adventure,X360,2015,Action,Activision,0.0,0.02,0.0,0.0,0.03,0,0
Tenkaichi * Sengoku Lovers,DS,2010,Adventure,Rocket Company,0.0,0.0,0.03,0.0,0.03,0,0
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013,Misc,Paon Corporation,0.0,0.0,0.03,0.0,0.03,0,0
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,2007,Misc,Sega,0.0,0.0,0.03,0.0,0.03,0,0
Bode Miller Alpine Skiing,PS2,2006,Sports,Valcon Games,0.01,0.01,0.0,0.0,0.03,0,0
Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,2006,Role-Playing,Marvelous Interactive,0.0,0.0,0.02,0.0,0.03,0,0
R-Type Delta,PS,1998,Shooter,Irem Software Engineering,0.01,0.01,0.0,0.0,0.03,0,0
Angelique: Maren no Rokukishi,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,0,0
Soul Eater: Battle Resonance,PSP,2009,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,0,0
Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.02,0.0,0.0,0.0,0.03,0,0
Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,2008,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03,0,0
The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994,Action,Banpresto,0.0,0.0,0.03,0.0,0.03,0,0
Napoleon Dynamite: The Game,DS,2007,Puzzle,Crave Entertainment,0.02,0.0,0.0,0.0,0.03,0,0
Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,2008,Simulation,Broccoli,0.0,0.0,0.03,0.0,0.03,0,0
Rock 'N' Roll Adventures,Wii,2007,Platform,Popcorn Arcade,0.02,0.0,0.0,0.0,0.03,0,0
War Gods,PS,1996,Fighting,GT Interactive,0.01,0.01,0.0,0.0,0.03,0,0
Evangelion: Jo,PS2,2009,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,0,0
Doki Oki,PS,1995,Adventure,Banpresto,0.0,0.0,0.02,0.0,0.03,0,0
Gakuen Alice: WakuWaku * Happy Friends,DS,2007,Adventure,Kids Station,0.0,0.0,0.03,0.0,0.03,0,0
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,2012,Adventure,ChunSoft,0.0,0.0,0.03,0.0,0.03,0,0
Konohana 2: Todoke Kanai Requiem,PS2,2002,Adventure,Success,0.0,0.0,0.03,0.0,0.03,0,0
Derby Time 2006,PSP,2006,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,0,0
Yuusha Shisu.,PSV,2016,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,0,0
Monster Mayhem: Build and Battle,DS,2009,Simulation,Zushi Games,0.02,0.0,0.0,0.0,0.02,0,0
Senjou no Waltz,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,0,0
Chuck E. Cheese's Sports Games,Wii,2011,Sports,UFO Interactive,0.02,0.0,0.0,0.0,0.02,0,0
Ghostbusters (2016),XOne,2016,Action,Activision,0.02,0.0,0.0,0.0,0.02,0,0
Stronghold 2 Deluxe,PC,2005,Strategy,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02,0,0
MAPLUS: Portable Navi 3,PSP,2009,Misc,Edia,0.0,0.0,0.02,0.0,0.02,0,0
DEATH NOTE: L o Tsugu Mono,DS,2007,Adventure,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,0,0
ZooCube,GC,2002,Puzzle,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,0,0
Puppet Show 3: Lost Town,PC,2011,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,0,0
Star Wars: Empire at War - Forces of Corruption,PC,2006,Strategy,LucasArts,0.0,0.02,0.0,0.0,0.02,0,0
Spy Hunter / Super Sprint,GBA,2005,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.02,0,0
